Employee ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Overtime_Hours,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned,Age Group,Salary Category,Performance Score
447,Marketing,Female,23,Consultant,03-Apr-21,3,High School,4,7700,12,37,1,2.83,FALSE,20-29,7K+,high
448,Sales,Female,30,Developer,13-Apr-15,9,High School,2,6000,9,62,0,3.37,FALSE,30-39,6K-6.9K,low
449,Marketing,Female,47,Consultant,16-Feb-24,0,Bachelor,4,7700,27,93,0,2.64,FALSE,40-49,7K+,high
450,IT,Male,53,Technician,15-Oct-23,0,PhD,4,4900,14,7,1,2.35,FALSE,50+,Below 6K,high
451,Customer Support,Female,49,Engineer,16-Oct-20,3,Bachelor,1,6600,6,78,1,1.13,TRUE,40-49,6K-6.9K,low
452,Customer Support,Female,47,Specialist,19-Apr-20,4,PhD,2,5400,7,53,1,4.9,FALSE,40-49,Below 6K,low
453,Customer Support,Male,36,Specialist,10-Jan-20,4,PhD,1,4950,18,59,2,2.15,FALSE,30-39,Below 6K,low
454,Operations,Female,31,Developer,01-Aug-21,3,Bachelor,5,7500,27,28,1,1.04,FALSE,30-39,7K+,high
455,IT,Male,33,Developer,10-Aug-19,5,Bachelor,4,7000,28,68,1,3.47,FALSE,30-39,7K+,high
456,Operations,Male,23,Manager,27-Sep-15,8,High School,5,9000,13,94,0,4.38,FALSE,20-29,7K+,high
457,Marketing,Female,35,Technician,01-Jul-15,9,Master,2,4200,3,4,0,4.51,FALSE,30-39,Below 6K,low
458,Engineering,Female,52,Consultant,01-Oct-20,3,Bachelor,4,7700,9,40,1,4.05,FALSE,50+,7K+,high
459,Sales,Male,39,Consultant,16-Mar-17,7,Master,4,7700,27,60,2,3.6,TRUE,30-39,7K+,high
460,Engineering,Female,59,Engineer,06-Oct-15,8,Bachelor,2,7200,18,67,0,2.44,TRUE,50+,7K+,low
461,Operations,Male,28,Analyst,17-Jul-20,4,Bachelor,3,5200,28,98,2,2.54,FALSE,20-29,Below 6K,medium
462,Sales,Male,60,Developer,16-Apr-18,6,High School,1,5500,21,74,2,3.9,FALSE,50+,Below 6K,low
463,IT,Male,26,Manager,23-Nov-14,9,High School,4,8400,3,62,1,3.06,FALSE,20-29,7K+,high
464,Operations,Female,37,Consultant,22-Dec-20,3,Bachelor,3,7150,12,64,2,4.72,FALSE,30-39,7K+,medium
465,IT,Male,40,Specialist,30-May-18,6,Master,3,5850,13,35,2,3.39,FALSE,40-49,Below 6K,medium
466,HR,Male,47,Manager,10-Mar-22,2,High School,3,7800,1,5,1,1.2,FALSE,40-49,7K+,medium
467,Sales,Male,50,Specialist,01-Sep-16,8,Bachelor,5,6750,28,99,2,3.18,FALSE,50+,6K-6.9K,high
468,Marketing,Male,56,Consultant,05-Nov-22,1,Bachelor,5,8250,28,48,2,2.97,FALSE,50+,7K+,high
469,Finance,Male,39,Consultant,07-Mar-18,6,Bachelor,2,6600,0,54,1,3.39,FALSE,30-39,6K-6.9K,low
470,Operations,Male,36,Analyst,26-Jan-18,6,High School,5,6000,23,48,1,2.42,FALSE,30-39,6K-6.9K,high
471,IT,Female,47,Developer,18-Jun-22,2,Bachelor,4,7000,15,22,0,1.59,FALSE,40-49,7K+,high
472,Customer Support,Female,47,Specialist,19-Oct-23,0,Bachelor,4,6300,28,27,1,2.34,FALSE,40-49,6K-6.9K,high
473,IT,Female,27,Engineer,18-Mar-15,9,Bachelor,4,8400,2,64,0,3.03,FALSE,20-29,7K+,high
474,Marketing,Male,32,Consultant,03-Sep-19,5,Bachelor,4,7700,2,70,2,3.74,FALSE,30-39,7K+,high
475,Engineering,Female,29,Consultant,03-Aug-18,6,High School,4,7700,22,6,1,4.56,FALSE,20-29,7K+,high
476,Sales,Female,39,Technician,03-Jun-19,5,High School,3,4550,8,58,2,1.22,FALSE,30-39,Below 6K,medium
477,Engineering,Male,26,Engineer,23-Aug-22,2,Bachelor,3,7800,7,3,0,1.2,FALSE,20-29,7K+,medium
478,Legal,Male,39,Specialist,11-Jun-17,7,Bachelor,1,4950,11,26,2,2.84,FALSE,30-39,Below 6K,low
479,HR,Male,32,Analyst,06-Jun-18,6,Bachelor,2,4800,25,10,0,1.81,FALSE,30-39,Below 6K,low
480,IT,Male,37,Consultant,03-Jan-18,6,High School,5,8250,0,42,2,4.28,FALSE,30-39,7K+,high
481,IT,Male,57,Engineer,08-Aug-16,8,PhD,4,8400,26,39,0,2.17,FALSE,50+,7K+,high
482,Engineering,Female,52,Specialist,13-Oct-20,3,High School,3,5850,24,48,0,2.91,FALSE,50+,Below 6K,medium
483,Operations,Male,55,Manager,15-Aug-22,2,Bachelor,3,7800,17,34,0,1.23,FALSE,50+,7K+,medium
484,Operations,Female,58,Consultant,05-Jul-19,5,High School,1,6050,21,26,2,1.79,FALSE,50+,6K-6.9K,low
485,Operations,Male,37,Specialist,12-Jan-18,6,Bachelor,5,6750,22,8,1,4.83,FALSE,30-39,6K-6.9K,high
486,HR,Male,59,Consultant,16-May-20,4,Bachelor,3,7150,15,80,1,2.18,FALSE,50+,7K+,medium
487,Customer Support,Male,43,Technician,29-Nov-23,0,Bachelor,5,5250,1,20,1,3.86,FALSE,40-49,Below 6K,high
488,Engineering,Male,41,Consultant,25-Nov-19,4,Bachelor,1,6050,14,86,0,3.65,FALSE,40-49,6K-6.9K,low
489,IT,Female,48,Specialist,06-Jul-17,7,High School,2,5400,6,97,1,2.47,FALSE,40-49,Below 6K,low
490,Finance,Female,42,Analyst,11-Aug-19,5,Master,4,5600,2,11,2,3.21,FALSE,40-49,Below 6K,high
491,Legal,Female,51,Consultant,02-Dec-19,4,High School,1,6050,25,99,1,2.01,FALSE,50+,6K-6.9K,low
492,Customer Support,Male,36,Manager,07-Apr-22,2,Bachelor,3,7800,20,7,2,4.68,FALSE,30-39,7K+,medium
493,Legal,Male,22,Engineer,25-Jan-17,7,Bachelor,1,6600,21,64,2,4.99,FALSE,20-29,6K-6.9K,low
494,Marketing,Other,48,Specialist,10-Dec-17,6,Master,4,6300,3,88,1,4.92,FALSE,40-49,6K-6.9K,high
495,Sales,Male,41,Specialist,23-Jan-24,0,Bachelor,2,5400,7,37,0,2.3,FALSE,40-49,Below 6K,low
496,Finance,Female,50,Developer,29-Aug-24,0,PhD,4,7000,23,69,2,4.31,FALSE,50+,7K+,high
497,Engineering,Male,27,Consultant,07-May-19,5,Bachelor,2,6600,10,26,1,3.5,FALSE,20-29,6K-6.9K,low
498,Engineering,Male,35,Analyst,19-Jun-19,5,High School,4,5600,18,48,0,2.95,FALSE,30-39,Below 6K,high
499,Operations,Female,27,Specialist,10-Mar-19,5,High School,3,5850,0,62,1,3.88,FALSE,20-29,Below 6K,medium
500,Marketing,Male,27,Analyst,25-Sep-20,3,Bachelor,5,6000,15,97,0,3.38,FALSE,20-29,6K-6.9K,high
501,IT,Female,31,Specialist,12-Jun-23,1,High School,5,6750,9,90,0,2.24,FALSE,30-39,6K-6.9K,high
502,Customer Support,Male,57,Technician,20-Oct-18,5,High School,2,4200,18,98,0,4.27,FALSE,50+,Below 6K,low
503,Finance,Male,40,Consultant,22-Apr-22,2,High School,2,6600,22,19,0,1.89,FALSE,40-49,6K-6.9K,low
504,Operations,Female,36,Specialist,31-Oct-17,6,High School,4,6300,28,36,0,3.73,FALSE,30-39,6K-6.9K,high
505,Finance,Female,58,Analyst,13-Sep-14,9,High School,1,4400,0,39,2,1.15,FALSE,50+,Below 6K,low
506,HR,Other,56,Technician,01-May-16,8,Bachelor,5,5250,2,87,0,3.83,FALSE,50+,Below 6K,high
507,Customer Support,Other,36,Manager,14-Nov-19,4,Master,5,9000,22,45,2,2.44,FALSE,30-39,7K+,high
508,Engineering,Male,49,Manager,27-Jun-15,9,Master,1,6600,20,51,0,4.41,FALSE,40-49,6K-6.9K,low
509,Operations,Male,35,Consultant,13-Aug-18,6,Bachelor,1,6050,5,57,0,3.8,FALSE,30-39,6K-6.9K,low
510,Legal,Male,57,Specialist,18-Nov-17,6,Bachelor,1,4950,0,7,1,4.06,FALSE,50+,Below 6K,low
511,HR,Female,50,Consultant,23-Apr-16,8,High School,5,8250,2,15,2,3.04,FALSE,50+,7K+,high
512,IT,Female,46,Specialist,18-Oct-15,8,Bachelor,2,5400,18,74,0,3.36,FALSE,40-49,Below 6K,low
513,Legal,Male,35,Engineer,05-Sep-19,5,Master,2,7200,14,72,0,1.15,FALSE,30-39,7K+,low
514,Finance,Male,36,Consultant,22-Apr-18,6,High School,2,6600,3,51,2,2.43,FALSE,30-39,6K-6.9K,low
515,IT,Male,50,Consultant,30-Nov-15,8,High School,3,7150,5,30,1,2.31,FALSE,50+,7K+,medium
516,Engineering,Female,46,Consultant,12-Dec-16,7,High School,5,8250,11,44,2,1.4,FALSE,40-49,7K+,high
517,Legal,Male,55,Manager,21-Jun-17,7,Master,4,8400,25,3,2,4.58,FALSE,50+,7K+,high
518,Engineering,Female,27,Developer,18-Apr-24,0,Bachelor,1,5500,16,93,0,1.99,FALSE,20-29,Below 6K,low
519,Finance,Male,39,Developer,07-Jan-23,1,Bachelor,5,7500,0,47,2,2.17,FALSE,30-39,7K+,high
520,Finance,Female,43,Developer,03-Apr-20,4,High School,1,5500,16,56,2,2.66,FALSE,40-49,Below 6K,low
521,Sales,Male,24,Consultant,23-Feb-19,5,High School,2,6600,9,57,2,1,FALSE,20-29,6K-6.9K,low
522,Customer Support,Female,52,Analyst,29-Sep-15,8,High School,1,4400,23,28,1,2.61,FALSE,50+,Below 6K,low
523,Engineering,Female,49,Consultant,10-Apr-16,8,High School,5,8250,4,81,2,4.12,FALSE,40-49,7K+,high
524,Legal,Female,27,Specialist,20-Mar-18,6,Bachelor,4,6300,26,12,2,4.02,FALSE,20-29,6K-6.9K,high
525,Marketing,Male,59,Consultant,25-Apr-22,2,Bachelor,5,8250,14,48,1,2.1,FALSE,50+,7K+,high
526,Operations,Male,31,Technician,11-Mar-20,4,High School,1,3850,18,67,1,1.74,FALSE,30-39,Below 6K,low
527,Operations,Male,52,Manager,20-Jul-20,4,Bachelor,4,8400,20,51,2,1.24,FALSE,50+,7K+,high
528,HR,Female,28,Engineer,04-May-21,3,Bachelor,1,6600,11,6,0,2.82,FALSE,20-29,6K-6.9K,low
529,HR,Male,32,Developer,02-Sep-20,4,Bachelor,3,6500,0,68,0,3.43,FALSE,30-39,6K-6.9K,medium
530,HR,Male,27,Developer,25-Nov-21,2,Bachelor,2,6000,4,22,1,2.17,FALSE,20-29,6K-6.9K,low
531,Marketing,Male,37,Engineer,28-Feb-18,6,Master,2,7200,20,88,1,4.28,TRUE,30-39,7K+,low
532,Customer Support,Female,30,Engineer,05-Dec-18,5,Bachelor,3,7800,3,87,0,4.82,FALSE,30-39,7K+,medium
533,Legal,Male,34,Manager,20-Jul-19,5,Master,2,7200,21,39,1,4.21,FALSE,30-39,7K+,low
534,Customer Support,Female,45,Developer,02-Jun-16,8,High School,4,7000,25,97,1,2.21,FALSE,40-49,7K+,high
535,HR,Male,29,Consultant,14-Sep-20,3,High School,2,6600,21,47,0,3.96,FALSE,20-29,6K-6.9K,low
536,Finance,Female,45,Specialist,09-Mar-22,2,Bachelor,1,4950,10,26,0,4.16,TRUE,40-49,Below 6K,low
537,Marketing,Female,46,Technician,08-Mar-18,6,Bachelor,2,4200,29,89,1,4.06,FALSE,40-49,Below 6K,low
538,IT,Male,35,Manager,07-Apr-22,2,Bachelor,3,7800,25,57,2,4.16,TRUE,30-39,7K+,medium
539,HR,Female,46,Technician,13-Mar-21,3,High School,5,5250,13,29,0,2.4,FALSE,40-49,Below 6K,high
540,Sales,Female,55,Technician,03-May-18,6,High School,4,4900,29,89,2,1.58,FALSE,50+,Below 6K,high
541,Legal,Female,52,Engineer,28-Sep-22,1,Bachelor,2,7200,20,2,0,3.18,FALSE,50+,7K+,low
542,Marketing,Female,35,Specialist,15-Dec-22,1,Bachelor,3,5850,10,26,1,4.8,FALSE,30-39,Below 6K,medium
543,Marketing,Other,38,Specialist,05-Apr-19,5,PhD,1,4950,26,42,2,4,FALSE,30-39,Below 6K,low
544,Legal,Female,35,Developer,29-Jun-24,0,Bachelor,2,6000,9,3,0,4.52,TRUE,30-39,6K-6.9K,low
545,Sales,Male,39,Developer,02-Jan-15,9,Bachelor,1,5500,12,45,0,2.33,FALSE,30-39,Below 6K,low
546,Operations,Female,33,Manager,26-Mar-23,1,Bachelor,1,6600,11,5,2,2.38,FALSE,30-39,6K-6.9K,low
547,Sales,Male,52,Specialist,09-Dec-15,8,High School,1,4950,28,79,1,3.44,FALSE,50+,Below 6K,low
548,Sales,Other,58,Analyst,01-Sep-24,0,Bachelor,3,5200,5,31,0,2.95,FALSE,50+,Below 6K,medium
549,Finance,Female,48,Specialist,29-Oct-19,4,High School,1,4950,23,81,1,1.41,FALSE,40-49,Below 6K,low
550,Operations,Male,31,Engineer,03-Jul-18,6,Master,2,7200,11,62,2,1.85,TRUE,30-39,7K+,low
551,Engineering,Female,31,Specialist,04-Sep-23,1,Bachelor,2,5400,24,59,1,3.08,FALSE,30-39,Below 6K,low
552,Customer Support,Female,45,Analyst,20-Dec-16,7,Master,3,5200,22,17,2,2.57,FALSE,40-49,Below 6K,medium
553,Engineering,Female,24,Developer,19-Sep-18,5,Bachelor,2,6000,2,46,0,4.2,FALSE,20-29,6K-6.9K,low
554,Customer Support,Male,60,Engineer,09-Sep-21,2,Bachelor,5,9000,27,7,1,2.66,FALSE,50+,7K+,high
555,Sales,Male,24,Technician,08-Sep-14,9,Master,1,3850,23,96,2,2.34,FALSE,20-29,Below 6K,low
556,Finance,Male,60,Analyst,29-Apr-18,6,High School,5,6000,6,19,1,2.9,FALSE,50+,6K-6.9K,high
557,Customer Support,Female,51,Specialist,21-Mar-24,0,Bachelor,2,5400,14,90,1,1.68,FALSE,50+,Below 6K,low
558,Engineering,Female,48,Specialist,20-Apr-19,5,Master,5,6750,6,98,0,2.48,FALSE,40-49,6K-6.9K,high
559,Legal,Female,54,Technician,08-Oct-16,7,High School,2,4200,1,34,2,1.12,TRUE,50+,Below 6K,low
560,Finance,Female,29,Developer,08-Aug-20,4,Bachelor,1,5500,24,40,2,2.88,FALSE,20-29,Below 6K,low
561,Customer Support,Female,46,Manager,02-Feb-23,1,Bachelor,1,6600,23,37,2,2.4,FALSE,40-49,6K-6.9K,low
562,Marketing,Female,56,Specialist,19-Jul-15,9,Bachelor,1,4950,13,61,2,3.92,FALSE,50+,Below 6K,low
563,Engineering,Male,56,Analyst,23-Feb-22,2,Bachelor,1,4400,0,12,2,3.58,FALSE,50+,Below 6K,low
564,Sales,Female,57,Technician,02-Aug-22,2,High School,3,4550,25,20,0,2.8,FALSE,50+,Below 6K,medium
565,Sales,Female,35,Analyst,03-Jan-19,5,Master,3,5200,25,3,0,3.31,FALSE,30-39,Below 6K,medium
566,Operations,Male,33,Technician,18-Jun-17,7,Bachelor,5,5250,11,60,0,1.4,FALSE,30-39,Below 6K,high
567,Customer Support,Female,26,Technician,06-Jul-18,6,High School,5,5250,12,75,1,4.14,FALSE,20-29,Below 6K,high
568,Operations,Female,28,Engineer,23-Dec-17,6,Bachelor,4,8400,1,52,0,1.56,TRUE,20-29,7K+,high
569,Marketing,Female,55,Specialist,03-Jan-15,9,Master,5,6750,3,2,1,1.66,FALSE,50+,6K-6.9K,high
570,Legal,Male,46,Developer,15-Oct-14,9,Bachelor,4,7000,29,87,2,4.04,FALSE,40-49,7K+,high
571,HR,Male,35,Developer,20-Feb-19,5,High School,4,7000,18,5,1,2.47,TRUE,30-39,7K+,high
572,Operations,Female,32,Manager,24-Mar-21,3,Bachelor,1,6600,24,23,0,2.1,FALSE,30-39,6K-6.9K,low
573,HR,Female,26,Analyst,15-Dec-18,5,Bachelor,2,4800,6,56,0,2.21,FALSE,20-29,Below 6K,low
574,Finance,Female,35,Analyst,08-Oct-21,2,Bachelor,4,5600,20,92,1,3.97,FALSE,30-39,Below 6K,high
575,Engineering,Female,41,Manager,30-Jul-20,4,Bachelor,5,9000,19,31,2,2.13,FALSE,40-49,7K+,high
576,Marketing,Male,50,Analyst,12-Nov-21,2,High School,5,6000,7,5,1,4.86,FALSE,50+,6K-6.9K,high
577,Marketing,Male,25,Technician,22-Aug-15,9,High School,4,4900,6,47,0,1.12,FALSE,20-29,Below 6K,high
578,IT,Male,40,Specialist,12-Nov-21,2,High School,3,5850,20,0,1,1.22,TRUE,40-49,Below 6K,medium
579,Customer Support,Female,37,Developer,02-Jun-22,2,Bachelor,1,5500,23,84,1,4.54,FALSE,30-39,Below 6K,low
580,IT,Female,52,Specialist,30-Nov-19,4,Bachelor,2,5400,8,77,2,2.7,FALSE,50+,Below 6K,low
581,Engineering,Male,54,Analyst,13-Dec-18,5,Bachelor,3,5200,19,35,1,2.4,FALSE,50+,Below 6K,medium
582,Finance,Male,54,Specialist,13-May-17,7,Bachelor,2,5400,27,86,2,2.38,FALSE,50+,Below 6K,low
583,HR,Male,34,Manager,18-Aug-15,9,Bachelor,5,9000,25,13,1,1.1,FALSE,30-39,7K+,high
584,Legal,Male,39,Developer,06-Sep-21,2,High School,1,5500,17,32,0,1.81,FALSE,30-39,Below 6K,low
585,Sales,Female,59,Specialist,10-Mar-18,6,Bachelor,3,5850,4,71,1,2.92,FALSE,50+,Below 6K,medium
586,Engineering,Female,53,Engineer,24-Jul-23,1,Bachelor,4,8400,9,37,1,3.62,FALSE,50+,7K+,high
587,IT,Male,49,Developer,28-Dec-23,0,High School,2,6000,13,14,0,1.82,FALSE,40-49,6K-6.9K,low
588,Marketing,Male,59,Analyst,07-Jul-15,9,High School,1,4400,6,20,0,2.16,FALSE,50+,Below 6K,low
589,Engineering,Female,36,Consultant,01-Jun-15,9,High School,1,6050,9,15,0,1.4,FALSE,30-39,6K-6.9K,low
590,Marketing,Male,43,Analyst,15-Jun-21,3,High School,5,6000,11,62,0,1.34,FALSE,40-49,6K-6.9K,high
591,Engineering,Male,27,Consultant,22-Jun-22,2,High School,1,6050,7,90,1,4.35,FALSE,20-29,6K-6.9K,low
592,Finance,Male,54,Consultant,31-Jan-24,0,Bachelor,5,8250,12,15,2,1.03,FALSE,50+,7K+,high
593,Marketing,Female,29,Developer,13-Jul-20,4,Bachelor,3,6500,11,39,2,1.09,FALSE,20-29,6K-6.9K,medium
594,HR,Male,33,Analyst,12-May-18,6,Bachelor,4,5600,28,25,2,1.99,FALSE,30-39,Below 6K,high
595,HR,Male,35,Developer,29-Jul-18,6,Bachelor,1,5500,24,8,0,1.51,TRUE,30-39,Below 6K,low
596,Finance,Female,43,Manager,28-Jun-17,7,Bachelor,4,8400,4,28,0,4.83,FALSE,40-49,7K+,high
597,Sales,Male,40,Technician,15-Sep-17,6,Bachelor,3,4550,18,18,2,4.75,FALSE,40-49,Below 6K,medium
598,Operations,Female,27,Technician,20-Nov-20,3,Bachelor,5,5250,16,56,2,1.78,FALSE,20-29,Below 6K,high
599,IT,Female,39,Developer,27-Aug-21,3,High School,3,6500,20,64,1,2.76,FALSE,30-39,6K-6.9K,medium
600,Operations,Male,34,Technician,17-Apr-20,4,High School,5,5250,25,38,2,4.46,TRUE,30-39,Below 6K,high
601,HR,Other,27,Developer,24-Jul-20,4,Master,3,6500,7,69,2,1.28,FALSE,20-29,6K-6.9K,medium
602,IT,Male,27,Developer,30-Dec-23,0,Master,5,7500,5,95,2,4.72,FALSE,20-29,7K+,high
603,Customer Support,Female,46,Analyst,24-Mar-15,9,Master,1,4400,24,8,2,3.96,FALSE,40-49,Below 6K,low
604,Sales,Male,28,Consultant,18-Sep-16,7,Bachelor,2,6600,11,19,1,4.25,FALSE,20-29,6K-6.9K,low
605,Marketing,Male,41,Engineer,21-Nov-23,0,High School,5,9000,20,41,2,1.7,FALSE,40-49,7K+,high
606,IT,Female,35,Engineer,04-Jun-24,0,Master,4,8400,3,75,0,3.7,FALSE,30-39,7K+,high
607,Engineering,Female,43,Manager,08-Jun-23,1,High School,2,7200,21,53,1,4.77,FALSE,40-49,7K+,low
608,Sales,Male,42,Technician,14-May-18,6,Bachelor,1,3850,9,2,2,4.73,FALSE,40-49,Below 6K,low
609,Sales,Female,43,Technician,31-Oct-23,0,Bachelor,1,3850,17,33,2,4.68,FALSE,40-49,Below 6K,low
610,Sales,Male,30,Technician,19-Apr-23,1,High School,1,3850,20,16,1,3.48,FALSE,30-39,Below 6K,low
611,Marketing,Female,42,Manager,20-Feb-19,5,High School,1,6600,19,15,2,1.58,FALSE,40-49,6K-6.9K,low
612,HR,Male,42,Technician,09-Oct-22,1,Bachelor,5,5250,14,46,1,2.98,TRUE,40-49,Below 6K,high
613,Operations,Male,56,Developer,19-Jul-20,4,PhD,3,6500,17,95,2,4.34,FALSE,50+,6K-6.9K,medium
614,Sales,Female,41,Analyst,21-Jan-19,5,Bachelor,3,5200,1,77,1,1.96,FALSE,40-49,Below 6K,medium
615,Operations,Male,24,Specialist,10-Jul-15,9,High School,2,5400,0,69,1,3.65,TRUE,20-29,Below 6K,low
616,Operations,Male,26,Technician,13-Mar-16,8,High School,4,4900,13,29,1,3.24,FALSE,20-29,Below 6K,high
617,Sales,Female,36,Engineer,25-Apr-22,2,Master,2,7200,28,27,1,2.14,FALSE,30-39,7K+,low
618,Operations,Male,56,Consultant,04-Mar-15,9,Bachelor,1,6050,9,50,1,4.2,FALSE,50+,6K-6.9K,low
619,IT,Female,40,Consultant,04-Dec-23,0,Master,2,6600,7,23,0,4.08,FALSE,40-49,6K-6.9K,low
620,Operations,Female,56,Technician,27-Sep-19,4,High School,1,3850,5,40,0,3.1,TRUE,50+,Below 6K,low
621,HR,Male,40,Specialist,28-Jul-17,7,Bachelor,4,6300,10,49,0,3.24,FALSE,40-49,6K-6.9K,high
622,Engineering,Female,35,Consultant,22-Jul-21,3,High School,1,6050,19,39,0,2.51,FALSE,30-39,6K-6.9K,low
623,Legal,Male,33,Developer,28-Jan-23,1,High School,4,7000,28,34,2,3.93,FALSE,30-39,7K+,high
624,Engineering,Male,42,Technician,29-May-22,2,Master,5,5250,23,37,1,2.28,FALSE,40-49,Below 6K,high
625,Legal,Female,51,Engineer,13-Sep-19,4,High School,5,9000,9,75,0,1.17,FALSE,50+,7K+,high
626,Legal,Male,49,Consultant,12-Apr-20,4,Master,1,6050,21,17,2,2.9,FALSE,40-49,6K-6.9K,low
627,IT,Female,26,Manager,13-Apr-18,6,High School,3,7800,14,82,1,2.85,FALSE,20-29,7K+,medium
628,IT,Female,33,Engineer,14-Jun-19,5,PhD,5,9000,17,16,0,1.32,FALSE,30-39,7K+,high
629,Finance,Female,35,Manager,09-Jun-22,2,Bachelor,5,9000,22,87,1,3.73,TRUE,30-39,7K+,high
630,Sales,Female,35,Engineer,11-Sep-17,6,High School,3,7800,21,97,2,4.86,FALSE,30-39,7K+,medium
631,HR,Female,48,Analyst,12-Oct-23,0,Bachelor,1,4400,16,37,1,2.55,FALSE,40-49,Below 6K,low
632,Finance,Female,35,Manager,05-May-19,5,Bachelor,2,7200,1,24,0,4.25,FALSE,30-39,7K+,low
633,IT,Female,35,Technician,08-May-18,6,Bachelor,3,4550,3,73,1,3.84,FALSE,30-39,Below 6K,medium
634,HR,Male,51,Consultant,07-Sep-23,0,Bachelor,5,8250,1,39,0,4.88,FALSE,50+,7K+,high
635,Sales,Male,33,Specialist,18-May-18,6,High School,1,4950,2,28,0,4.49,FALSE,30-39,Below 6K,low
636,IT,Female,37,Developer,04-Oct-16,7,High School,5,7500,25,64,2,1.56,FALSE,30-39,7K+,high
637,Finance,Other,47,Analyst,30-Aug-16,8,Bachelor,4,5600,8,24,2,2.95,FALSE,40-49,Below 6K,high
638,Sales,Male,42,Specialist,10-Feb-17,7,Bachelor,2,5400,25,70,1,4.47,FALSE,40-49,Below 6K,low
639,Sales,Female,29,Consultant,20-Jul-24,0,High School,5,8250,26,88,2,2.44,FALSE,20-29,7K+,high
640,Sales,Male,53,Analyst,11-Mar-15,9,High School,4,5600,20,96,1,2.95,TRUE,50+,Below 6K,high
641,Engineering,Male,43,Engineer,10-Sep-17,6,PhD,2,7200,10,63,2,4.04,FALSE,40-49,7K+,low
642,IT,Male,35,Engineer,08-Sep-18,5,High School,4,8400,6,11,1,3.58,FALSE,30-39,7K+,high
643,IT,Male,37,Manager,09-Jul-15,9,Bachelor,4,8400,20,55,0,2.37,FALSE,30-39,7K+,high
644,Legal,Male,30,Engineer,28-May-20,4,Master,2,7200,3,97,0,1.49,FALSE,30-39,7K+,low
645,Legal,Female,59,Manager,16-Oct-15,8,High School,2,7200,22,59,2,2.8,FALSE,50+,7K+,low
646,Finance,Female,39,Technician,22-Jan-16,8,High School,4,4900,16,19,2,3.26,FALSE,30-39,Below 6K,high
647,Customer Support,Male,22,Technician,29-Nov-19,4,Master,5,5250,19,19,0,3.6,FALSE,20-29,Below 6K,high
648,Customer Support,Male,30,Consultant,20-Mar-15,9,High School,4,7700,1,54,2,1.83,FALSE,30-39,7K+,high
649,Marketing,Female,31,Developer,03-Sep-24,0,Bachelor,4,7000,23,15,1,1.43,FALSE,30-39,7K+,high
650,Legal,Male,44,Developer,29-Jan-19,5,High School,2,6000,23,90,0,3.55,FALSE,40-49,6K-6.9K,low
651,Legal,Female,29,Developer,10-Dec-15,8,Master,3,6500,23,99,2,3.23,FALSE,20-29,6K-6.9K,medium
652,Operations,Male,33,Specialist,12-Sep-22,1,Bachelor,1,4950,11,30,0,2.07,FALSE,30-39,Below 6K,low
653,Marketing,Male,39,Specialist,14-Jun-15,9,PhD,1,4950,27,75,2,1.62,FALSE,30-39,Below 6K,low
654,Operations,Male,39,Analyst,24-Oct-14,9,High School,1,4400,11,89,2,3.18,FALSE,30-39,Below 6K,low
655,HR,Male,27,Analyst,04-Dec-15,8,High School,5,6000,7,81,2,4.24,FALSE,20-29,6K-6.9K,high
656,Customer Support,Female,59,Analyst,09-Aug-16,8,High School,2,4800,25,23,0,3.25,TRUE,50+,Below 6K,low
657,HR,Female,39,Technician,02-Jan-18,6,Bachelor,4,4900,10,59,1,2.18,FALSE,30-39,Below 6K,high
658,Finance,Male,35,Analyst,22-Nov-20,3,High School,1,4400,15,94,2,2.69,FALSE,30-39,Below 6K,low
659,Operations,Female,33,Manager,17-Sep-14,9,Bachelor,5,9000,26,86,0,2.91,TRUE,30-39,7K+,high
660,Customer Support,Female,55,Engineer,07-May-20,4,Bachelor,4,8400,4,23,2,4.84,FALSE,50+,7K+,high
661,Customer Support,Male,43,Consultant,07-Jan-24,0,High School,3,7150,3,63,2,4.08,FALSE,40-49,7K+,medium
662,Sales,Male,46,Analyst,19-Jul-15,9,High School,1,4400,16,18,1,2.66,FALSE,40-49,Below 6K,low
663,Engineering,Female,47,Analyst,19-Nov-20,3,High School,1,4400,9,29,1,1.89,FALSE,40-49,Below 6K,low
664,Legal,Male,47,Engineer,01-May-20,4,Bachelor,3,7800,8,89,2,1.86,FALSE,40-49,7K+,medium
665,Customer Support,Female,37,Technician,17-Feb-18,6,High School,5,5250,20,87,0,2.19,FALSE,30-39,Below 6K,high
666,IT,Female,37,Technician,08-Oct-19,4,PhD,4,4900,19,10,1,2.13,FALSE,30-39,Below 6K,high
667,Sales,Male,59,Analyst,10-Oct-16,7,High School,1,4400,7,30,0,3.02,FALSE,50+,Below 6K,low
668,Finance,Male,45,Technician,15-Feb-23,1,PhD,1,3850,16,99,1,3.37,FALSE,40-49,Below 6K,low
669,Sales,Female,43,Consultant,22-Oct-14,9,High School,1,6050,26,98,0,2.85,FALSE,40-49,6K-6.9K,low
670,Legal,Male,47,Developer,29-Apr-19,5,Master,1,5500,16,58,2,2.35,FALSE,40-49,Below 6K,low
